case,activity,resource,timestamp,Org,Project,Task,Role
3639,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/18 10:39:00.000,organizational unit 65454,project 147582,UNKNOWN,SUPERVISOR
3639,Request Payment,SYSTEM,2018/06/19 11:58:18.000,organizational unit 65454,project 147582,UNKNOWN,UNDEFINED
3639,Payment Handled,SYSTEM,2018/06/21 17:31:09.000,organizational unit 65454,project 147582,UNKNOWN,UNDEFINED
5744,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/31 11:49:07.000,organizational unit 65454,project 147546,task 30989,EMPLOYEE
5744,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/10/31 11:49:10.000,organizational unit 65454,project 147546,task 30989,ADMINISTRATION
5744,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/11/01 09:09:32.000,organizational unit 65454,project 147546,task 30989,EMPLOYEE
5744,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/06 18:27:49.000,organizational unit 65454,project 147546,task 30989,EMPLOYEE
5744,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/06 18:33:49.000,organizational unit 65454,project 147546,task 30989,ADMINISTRATION
5744,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/07 15:24:02.000,organizational unit 65454,project 147546,task 30989,SUPERVISOR
5744,Request Payment,SYSTEM,2018/11/08 09:58:25.000,organizational unit 65454,project 147546,task 30989,UNDEFINED
5744,Payment Handled,SYSTEM,2018/11/12 17:30:47.000,organizational unit 65454,project 147546,task 30989,UNDEFINED
2740,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/12 15:37:27.000,organizational unit 65477,project 147556,UNKNOWN,EMPLOYEE
2740,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/12 15:37:33.000,organizational unit 65477,project 147556,UNKNOWN,ADMINISTRATION
2740,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/17 08:58:40.000,organizational unit 65477,project 147556,UNKNOWN,SUPERVISOR
2740,Request Payment,SYSTEM,2018/04/18 08:48:46.000,organizational unit 65477,project 147556,UNKNOWN,UNDEFINED
2740,Payment Handled,SYSTEM,2018/04/19 17:31:32.000,organizational unit 65477,project 147556,UNKNOWN,UNDEFINED
3062,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/04 13:42:47.000,organizational unit 65468,project 147701,UNKNOWN,EMPLOYEE
3062,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/04 13:42:59.000,organizational unit 65468,project 147701,UNKNOWN,ADMINISTRATION
3062,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/05/04 14:17:19.000,organizational unit 65468,project 147701,UNKNOWN,BUDGET OWNER
3062,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/11 05:15:18.000,organizational unit 65468,project 147701,UNKNOWN,SUPERVISOR
3062,Request Payment,SYSTEM,2018/05/14 13:33:44.000,organizational unit 65468,project 147701,UNKNOWN,UNDEFINED
3062,Payment Handled,SYSTEM,2018/05/17 17:31:35.000,organizational unit 65468,project 147701,UNKNOWN,UNDEFINED
4733,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/04 16:25:27.000,organizational unit 65461,project 147572,UNKNOWN,EMPLOYEE
4733,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/09/04 16:47:42.000,organizational unit 65461,project 147572,UNKNOWN,ADMINISTRATION
4733,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/09/11 07:48:44.000,organizational unit 65461,project 147572,UNKNOWN,EMPLOYEE
4733,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/11 10:06:35.000,organizational unit 65461,project 147572,UNKNOWN,EMPLOYEE
4733,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/09/11 10:13:54.000,organizational unit 65461,project 147572,UNKNOWN,ADMINISTRATION
4733,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/13 13:38:58.000,organizational unit 65461,project 147572,UNKNOWN,EMPLOYEE
4733,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/13 13:39:16.000,organizational unit 65461,project 147572,UNKNOWN,ADMINISTRATION
4733,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/09/13 13:39:38.000,organizational unit 65461,project 147572,UNKNOWN,BUDGET OWNER
4733,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/13 14:08:22.000,organizational unit 65461,project 147572,UNKNOWN,EMPLOYEE
4733,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/13 14:08:59.000,organizational unit 65461,project 147572,UNKNOWN,ADMINISTRATION
4733,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/09/13 14:40:02.000,organizational unit 65461,project 147572,UNKNOWN,BUDGET OWNER
4733,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/17 11:02:10.000,organizational unit 65461,project 147572,UNKNOWN,SUPERVISOR
4733,Request Payment,SYSTEM,2018/09/18 09:27:08.000,organizational unit 65461,project 147572,UNKNOWN,UNDEFINED
4733,Payment Handled,SYSTEM,2018/09/20 17:31:17.000,organizational unit 65461,project 147572,UNKNOWN,UNDEFINED
5005,Request For Payment SAVED by EMPLOYEE,STAFF MEMBER,2018/09/21 11:56:26.000,organizational unit 65465,UNKNOWN,UNKNOWN,EMPLOYEE
25,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/01/17 12:03:11.000,organizational unit 65458,project 147620,UNKNOWN,EMPLOYEE
25,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/01/17 12:03:30.000,organizational unit 65458,project 147620,UNKNOWN,SUPERVISOR
25,Request Payment,SYSTEM,2017/01/19 15:53:59.000,organizational unit 65458,project 147620,UNKNOWN,UNDEFINED
25,Payment Handled,SYSTEM,2017/01/23 17:32:19.000,organizational unit 65458,project 147620,UNKNOWN,UNDEFINED
6677,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/16 16:33:51.000,organizational unit 65468,UNKNOWN,UNKNOWN,EMPLOYEE
6677,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/12/16 16:34:04.000,organizational unit 65468,UNKNOWN,UNKNOWN,ADMINISTRATION
6677,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/12/17 09:38:12.000,organizational unit 65468,UNKNOWN,UNKNOWN,EMPLOYEE
5268,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/05 11:45:43.000,organizational unit 65461,project 147620,UNKNOWN,EMPLOYEE
5268,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/05 11:45:45.000,organizational unit 65461,project 147620,UNKNOWN,ADMINISTRATION
5268,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/09 08:37:55.000,organizational unit 65461,project 147620,UNKNOWN,SUPERVISOR
5268,Request Payment,SYSTEM,2018/10/25 14:01:16.000,organizational unit 65461,project 147620,UNKNOWN,UNDEFINED
5268,Payment Handled,SYSTEM,2018/10/29 17:31:16.000,organizational unit 65461,project 147620,UNKNOWN,UNDEFINED
6312,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/01 13:58:41.000,organizational unit 65482,project 503,UNKNOWN,EMPLOYEE
6312,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/12/01 13:58:48.000,organizational unit 65482,project 503,UNKNOWN,ADMINISTRATION
6312,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/12/02 18:22:28.000,organizational unit 65482,project 503,UNKNOWN,EMPLOYEE
6312,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/11 15:11:30.000,organizational unit 65482,project 503,UNKNOWN,EMPLOYEE
6312,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/11 15:13:26.000,organizational unit 65482,project 503,UNKNOWN,ADMINISTRATION
6312,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/11 15:36:36.000,organizational unit 65482,project 503,UNKNOWN,SUPERVISOR
6312,Request Payment,SYSTEM,2019/01/03 12:18:08.000,organizational unit 65482,project 503,UNKNOWN,UNDEFINED
6312,Payment Handled,SYSTEM,2019/01/07 17:31:13.000,organizational unit 65482,project 503,UNKNOWN,UNDEFINED
363,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/05/31 16:53:54.000,organizational unit 65463,project 147556,task 72008,EMPLOYEE
363,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/05/31 16:54:00.000,organizational unit 65463,project 147556,task 72008,PRE_APPROVER
363,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/06/06 09:43:23.000,organizational unit 65463,project 147556,task 72008,SUPERVISOR
363,Request Payment,SYSTEM,2017/06/14 14:05:32.000,organizational unit 65463,project 147556,task 72008,UNDEFINED
363,Payment Handled,SYSTEM,2017/06/19 17:31:16.000,organizational unit 65463,project 147556,task 72008,UNDEFINED
4673,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/30 13:11:36.000,organizational unit 65462,project 148052,UNKNOWN,EMPLOYEE
4673,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/30 13:11:57.000,organizational unit 65462,project 148052,UNKNOWN,ADMINISTRATION
4673,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/09/12 10:17:42.000,organizational unit 65462,project 148052,UNKNOWN,BUDGET OWNER
4673,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/12 21:50:45.000,organizational unit 65462,project 148052,UNKNOWN,SUPERVISOR
4673,Request Payment,SYSTEM,2018/09/12 21:51:09.000,organizational unit 65462,project 148052,UNKNOWN,UNDEFINED
4673,Payment Handled,SYSTEM,2018/09/17 17:31:15.000,organizational unit 65462,project 148052,UNKNOWN,UNDEFINED
5660,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/26 16:49:04.000,organizational unit 65468,project 148052,UNKNOWN,EMPLOYEE
5660,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/26 16:49:20.000,organizational unit 65468,project 148052,UNKNOWN,ADMINISTRATION
5660,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/02 11:12:38.000,organizational unit 65468,project 148052,UNKNOWN,SUPERVISOR
5660,Request Payment,SYSTEM,2018/11/02 16:05:00.000,organizational unit 65468,project 148052,UNKNOWN,UNDEFINED
5660,Payment Handled,SYSTEM,2018/11/05 17:31:19.000,organizational unit 65468,project 148052,UNKNOWN,UNDEFINED
2581,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/03 21:46:56.000,organizational unit 65462,project 147701,UNKNOWN,EMPLOYEE
2581,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/03 21:47:09.000,organizational unit 65462,project 147701,UNKNOWN,ADMINISTRATION
2581,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/04/05 12:41:10.000,organizational unit 65462,project 147701,UNKNOWN,BUDGET OWNER
2581,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/05 13:24:44.000,organizational unit 65462,project 147701,UNKNOWN,SUPERVISOR
2581,Request Payment,SYSTEM,2018/04/06 15:35:06.000,organizational unit 65462,project 147701,UNKNOWN,UNDEFINED
2581,Payment Handled,SYSTEM,2018/04/09 17:30:59.000,organizational unit 65462,project 147701,UNKNOWN,UNDEFINED
1646,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/03 13:45:42.000,organizational unit 65469,project 147546,UNKNOWN,EMPLOYEE
1646,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/02/03 13:45:47.000,organizational unit 65469,project 147546,UNKNOWN,ADMINISTRATION
1646,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/02/07 09:57:14.000,organizational unit 65469,project 147546,UNKNOWN,BUDGET OWNER
1646,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/02/08 10:55:18.000,organizational unit 65469,project 147546,UNKNOWN,SUPERVISOR
1646,Request Payment,SYSTEM,2018/02/08 10:55:20.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED
1646,Payment Handled,SYSTEM,2018/02/12 17:31:22.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED
6406,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/05 14:41:25.000,organizational unit 65469,project 147649,UNKNOWN,EMPLOYEE
6406,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/05 14:41:32.000,organizational unit 65469,project 147649,UNKNOWN,ADMINISTRATION
6406,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/05 14:44:51.000,organizational unit 65469,project 147649,UNKNOWN,SUPERVISOR
6406,Request Payment,SYSTEM,2018/12/06 07:27:00.000,organizational unit 65469,project 147649,UNKNOWN,UNDEFINED
6406,Payment Handled,SYSTEM,2018/12/10 17:31:28.000,organizational unit 65469,project 147649,UNKNOWN,UNDEFINED
6597,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/13 10:45:02.000,organizational unit 65456,project 147556,UNKNOWN,EMPLOYEE
6597,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/12/13 10:45:08.000,organizational unit 65456,project 147556,UNKNOWN,ADMINISTRATION
6597,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/12/17 14:36:28.000,organizational unit 65456,project 147556,UNKNOWN,EMPLOYEE
6597,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/18 10:38:16.000,organizational unit 65456,project 147556,UNKNOWN,EMPLOYEE
6597,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/18 10:38:46.000,organizational unit 65456,project 147556,UNKNOWN,ADMINISTRATION
6597,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/20 10:33:15.000,organizational unit 65456,project 147556,UNKNOWN,SUPERVISOR
6597,Request Payment,SYSTEM,2019/01/03 12:24:21.000,organizational unit 65456,project 147556,UNKNOWN,UNDEFINED
6597,Payment Handled,SYSTEM,2019/01/07 17:31:13.000,organizational unit 65456,project 147556,UNKNOWN,UNDEFINED
1222,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/12 11:57:04.000,organizational unit 65488,project 147531,UNKNOWN,EMPLOYEE
1222,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/12 11:57:13.000,organizational unit 65488,project 147531,UNKNOWN,ADMINISTRATION
1222,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/12 12:25:05.000,organizational unit 65488,project 147531,UNKNOWN,SUPERVISOR
1222,Request Payment,SYSTEM,2018/01/18 11:12:42.000,organizational unit 65488,project 147531,UNKNOWN,UNDEFINED
1222,Payment Handled,SYSTEM,2018/01/22 17:31:18.000,organizational unit 65488,project 147531,UNKNOWN,UNDEFINED
1087,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/12/19 11:06:35.000,organizational unit 65458,project 147843,UNKNOWN,EMPLOYEE
1087,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/12/19 11:06:47.000,organizational unit 65458,project 147843,UNKNOWN,SUPERVISOR
1087,Request Payment,SYSTEM,2017/12/21 14:00:01.000,organizational unit 65458,project 147843,UNKNOWN,UNDEFINED
1087,Payment Handled,SYSTEM,2018/01/04 17:31:15.000,organizational unit 65458,project 147843,UNKNOWN,UNDEFINED
1406,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/23 10:04:16.000,organizational unit 65465,project 147572,UNKNOWN,EMPLOYEE
1406,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/23 10:04:24.000,organizational unit 65465,project 147572,UNKNOWN,ADMINISTRATION
1406,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/23 11:58:05.000,organizational unit 65465,project 147572,UNKNOWN,SUPERVISOR
1406,Request Payment,SYSTEM,2018/01/24 09:53:43.000,organizational unit 65465,project 147572,UNKNOWN,UNDEFINED
1406,Payment Handled,SYSTEM,2018/01/25 17:31:09.000,organizational unit 65465,project 147572,UNKNOWN,UNDEFINED
3605,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/12 13:18:18.000,organizational unit 65461,project 147556,task 165140,EMPLOYEE
3605,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/06/12 13:18:56.000,organizational unit 65461,project 147556,task 165140,ADMINISTRATION
3605,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/06/20 11:48:46.000,organizational unit 65461,project 147556,task 165140,EMPLOYEE
3605,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/29 15:48:40.000,organizational unit 65461,project 147556,task 165140,EMPLOYEE
3605,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/29 15:48:43.000,organizational unit 65461,project 147556,task 165140,ADMINISTRATION
3605,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/03 10:06:13.000,organizational unit 65461,project 147556,task 165140,SUPERVISOR
3605,Request Payment,SYSTEM,2018/07/06 15:20:58.000,organizational unit 65461,project 147556,task 165140,UNDEFINED
3605,Payment Handled,SYSTEM,2018/07/09 17:31:27.000,organizational unit 65461,project 147556,task 165140,UNDEFINED
1316,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/17 16:28:57.000,organizational unit 65465,project 147843,UNKNOWN,EMPLOYEE
1316,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/17 16:30:08.000,organizational unit 65465,project 147843,UNKNOWN,ADMINISTRATION
1316,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/18 16:00:13.000,organizational unit 65465,project 147843,UNKNOWN,SUPERVISOR
1316,Request Payment,SYSTEM,2018/01/19 08:46:51.000,organizational unit 65465,project 147843,UNKNOWN,UNDEFINED
1316,Payment Handled,SYSTEM,2018/01/22 17:31:18.000,organizational unit 65465,project 147843,UNKNOWN,UNDEFINED
1230,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/12 16:58:04.000,organizational unit 65463,project 503,task 53675,EMPLOYEE
1230,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/12 16:58:23.000,organizational unit 65463,project 503,task 53675,ADMINISTRATION
1230,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/15 12:12:17.000,organizational unit 65463,project 503,task 53675,SUPERVISOR
1230,Request Payment,SYSTEM,2018/01/15 19:43:41.000,organizational unit 65463,project 503,task 53675,UNDEFINED
1230,Payment Handled,SYSTEM,2018/01/18 17:31:10.000,organizational unit 65463,project 503,task 53675,UNDEFINED
6713,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/17 16:01:56.000,organizational unit 65473,project 147860,UNKNOWN,EMPLOYEE
6713,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/17 16:02:09.000,organizational unit 65473,project 147860,UNKNOWN,ADMINISTRATION
6713,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/12/19 15:25:59.000,organizational unit 65473,project 147860,UNKNOWN,BUDGET OWNER
6713,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/20 12:50:29.000,organizational unit 65473,project 147860,UNKNOWN,SUPERVISOR
6713,Request Payment,SYSTEM,2019/01/02 12:03:20.000,organizational unit 65473,project 147860,UNKNOWN,UNDEFINED
6713,Payment Handled,SYSTEM,2019/01/03 11:59:16.000,organizational unit 65473,project 147860,UNKNOWN,UNDEFINED
454,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/06/29 11:06:00.000,organizational unit 65458,project 147620,UNKNOWN,EMPLOYEE
454,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/06/29 11:06:11.000,organizational unit 65458,project 147620,UNKNOWN,SUPERVISOR
454,Request Payment,SYSTEM,2017/07/06 15:53:27.000,organizational unit 65458,project 147620,UNKNOWN,UNDEFINED
454,Payment Handled,SYSTEM,2017/07/10 17:31:09.000,organizational unit 65458,project 147620,UNKNOWN,UNDEFINED
3152,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/14 14:33:33.000,organizational unit 65454,project 503,UNKNOWN,EMPLOYEE
3152,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/14 14:34:11.000,organizational unit 65454,project 503,UNKNOWN,ADMINISTRATION
3152,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/17 12:54:34.000,organizational unit 65454,project 503,UNKNOWN,SUPERVISOR
3152,Request Payment,SYSTEM,2018/09/18 06:55:45.000,organizational unit 65454,project 503,UNKNOWN,UNDEFINED
3152,Payment Handled,SYSTEM,2018/09/20 17:31:17.000,organizational unit 65454,project 503,UNKNOWN,UNDEFINED
